T v u h s
320 3.9050 2842.3 3115.6 8.4518
330 3.9712 2857.8 3135.8 8.4856
340 4.0373 2873.5 3156.1 8.5190
350 4.1035 2889.2 3176.4 8.5519
360 4.1697 2904.9 3196.8 8.5844
370 4.2358 2920.8 3217.3 8.6164
380 4.3019 2936.7 3237.8 8.6481
390 4.3680 2952.6 3258.4 8.6794
400 4.4341 2968.6 3279.0 8.7103
410 4.5002 2984.7 3299.7 8.7408
420 4.5663 3000.9 3320.5 8.7710
430 4.6324 3017.0 3341.3 8.8009
440 4.6985 3033.4 3362.3 8.8304
450 4.7645 3049.7 3383.2 8.8596
460 4.8306 3066.2 3404.3 8.8885
470 4.8966 3082.6 3425.4 8.9170
480 4.9627 3099.1 3446.5 8.9453
490 5.0287 3115.8 3467.8 8.9733
500 5.0948 3132.5 3489.1 9.0011
520 5.2268 3166.0 3531.9 9.0557
540 5.3589 3199.8 3574.9 9.1094
560 5.4909 3233.9 3618.3 9.1620
580 5.6229 3268.3 3661.9 9.2138
600 5.7549 3303.0 3705.8 9.2646
620 5.8869 3337.9 3750.0 9.3147
640 6.0189 3373.2 3794.5 9.3639
660 6.1509 3408.6 3839.2 9.4124
680 6.2828 3444.4 3884.2 9.4601
700 6.4148 3480.5 3929.5 9.5072
720 6.5467 3516.8 3975.1 9.5535
740 6.6787 3553.5 4021.0 9.5993
760 6.8106 3590.5 4067.2 9.6444
780 6.9426 3627.6 4113.6 9.6889
800 7.0745 3665.1 4160.3 9.7329
820 7.2064 3702.9 4207.3 9.7763
840 7.3384 3740.9 4254.6 9.8191
860 7.4703 3779.3 4302.2 9.8615
880 7.6022 3817.8 4350.0 9.9033
900 7.7341 3856.7 4398.1 9.9447
920 7.8660 3895.9 4446.5 9.9855
940 7.9979 3935.2 4495.1 10.026
960 8.1298 3974.9 4544.0 10.066
980 8.2617 4014.9 4593.2 10.106
1000 8.3937 4055.0 4642.6 10.145
Water/Steam at p = 0.08 MPa (Tsat = 93.486)
0 0.00100017 -0.04 0.04 -0.00015
5 0.00100004 21.02 21.10 0.07625
10 0.00100031 42.02 42.10 0.15108
15 0.00100091 62.98 63.06 0.22445
20 0.00100181 83.91 83.99 0.29647
25 0.00100297 104.82 104.90 0.36721
30 0.00100438 125.72 125.80 0.43673
35 0.00100601 146.62 146.70 0.50510
40 0.00100785 167.52 167.60 0.57237
45 0.00100989 188.42 188.50 0.63858
50 0.00101212 209.32 209.40 0.70378
55 0.00101452 230.23 230.31 0.76799
60 0.00101710 251.15 251.23 0.83126
65 0.00101984 272.08 272.16 0.89362
70 0.00102275 293.03 293.11 0.95510
75 0.00102582 313.98 314.06 1.0157
80 0.00102904 334.96 335.04 1.0756
85 0.00103242 355.95 356.03 1.1346
90 0.00103595 376.97 377.05 1.1929
93.486 0.00103850 391.63 391.71 1.2330
93.486 2.0871 2498.2 2665.2 7.4339
95 2.0963 2500.6 2668.3 7.4424
100 2.1267 2508.4 2678.5 7.4699
105 2.1569 2516.0 2688.6 7.4969
110 2.1870 2523.7 2698.7 7.5233
115 2.2170 2531.3 2708.7 7.5493
120 2.2469 2538.9 2718.7 7.5749
125 2.2768 2546.5 2728.6 7.6000
130 2.3065 2554.1 2738.6 7.6248
135 2.3362 2561.6 2748.5 7.6492
140 2.3658 2569.0 2758.3 7.6733
145 2.3954 2576.6 2768.2 7.6970
150 2.4249 2584.1 2778.1 7.7204
155 2.4544 2591.5 2787.9 7.7435
160 2.4839 2599.0 2797.7 7.7664
165 2.5133 2606.5 2807.6 7.7889
170 2.5427 2614.0 2817.4 7.8113
175 2.5720 2621.4 2827.2 7.8333
180 2.6013 2629.0 2837.1 7.8551
185 2.6306 2636.5 2846.9 7.8767
190 2.6599 2643.9 2856.7 7.8980
195 2.6891 2651.4 2866.5 7.9191
200 2.7184 2658.9 2876.4 7.9400
210 2.7768 2674.0 2896.1 7.9812
220 2.8351 2689.0 2915.8 8.0216
230 2.8934 2704.0 2935.5 8.0613
240 2.9516 2719.2 2955.3 8.1002
250 3.0098 2734.4 2975.2 8.1385
260 3.0679 2749.6 2995.0 8.1761
270 3.1260 2764.9 3015.0 8.2131
280 3.1841 2780.2 3034.9 8.2496
290 3.2421 2795.6 3055.0 8.2854
300 3.3001 2811.0 3075.0 8.3208
310 3.3581 2826.5 3095.1 8.3556
320 3.4161 2842.0 3115.3 8.3899
330 3.4741 2857.7 3135.6 8.4237
340 3.5320 2873.3 3155.9 8.4571
350 3.5899 2889.0 3176.2 8.4900
360 3.6478 2904.8 3196.6 8.5225
370 3.7057 2920.6 3217.1 8.5546
380 3.7636 2936.5 3237.6 8.5863
390 3.8215 2952.5 3258.2 8.6176
400 3.8794 2968.5 3278.9 8.6485
410 3.9372 2984.6 3299.6 8.6790
420 3.9951 3000.8 3320.4 8.7092
430 4.0529 3017.0 3341.2 8.7391
440 4.1107 3033.2 3362.1 8.7686
450 4.1686 3049.6 3383.1 8.7978
460 4.2264 3066.0 3404.1 8.8267
470 4.2842 3082.5 3425.2 8.8553
480 4.3420 3099.0 3446.4 8.8836
490 4.3998 3115.6 3467.6 8.9116
500 4.4576 3132.3 3488.9 8.9393
520 4.5732 3165.9 3531.8 8.9940
540 4.6887 3199.7 3574.8 9.0476
560 4.8043 3233.9 3618.2 9.1003
580 4.9198 3268.2 3661.8 9.1521
600 5.0353 3302.9 3705.7 9.2029
620 5.1508 3337.8 3749.9 9.2530
640 5.2663 3373.1 3794.4 9.3022
660 5.3818 3408.6 3839.1 9.3507
680 5.4973 3444.4 3884.2 9.3984
700 5.6128 3480.5 3929.5 9.4455
720 5.7283 3516.8 3975.1 9.4919
740 5.8437 3553.5 4021.0 9.5376
760 5.9592 3590.4 4067.1 9.5827
780 6.0746 3627.6 4113.6 9.6273
800 6.1901 3665.1 4160.3 9.6712
820 6.3055 3702.9 4207.3 9.7146
840 6.4210 3740.9 4254.6 9.7575
860 6.5364 3779.2 4302.1 9.7998
880 6.6518 3817.9 4350.0 9.8416
900 6.7673 3856.7 4398.1 9.8830
920 6.8827 3895.9 4446.5 9.9239
940 6.9981 3935.3 4495.1 9.9643
960 7.1136 3974.9 4544.0 10.004
980 7.2290 4014.9 4593.2 10.044
1000 7.3444 4055.0 4642.6 10.083
Water/Steam at p = 0.09 MPa (Tsat = 96.687)
0 0.00100016 -0.04 0.05 -0.00015
5 0.00100004 21.02 21.11 0.07625
10 0.00100030 42.02 42.11 0.15108
15 0.00100090 62.98 63.07 0.22445
20 0.00100180 83.91 84.00 0.29647
25 0.00100297 104.82 104.91 0.36720
30 0.00100437 125.72 125.81 0.43673
35 0.00100601 146.62 146.71 0.50510
40 0.00100785 167.52 167.61 0.57237
45 0.00100989 188.42 188.51 0.63858
50 0.00101211 209.32 209.41 0.70377
55 0.00101452 230.23 230.32 0.76799
60 0.00101710 251.15 251.24 0.83126
65 0.00101984 272.08 272.17 0.89362
70 0.00102275 293.02 293.11 0.95510
75 0.00102581 313.98 314.07 1.0157
80 0.00102903 334.96 335.05 1.0756
85 0.00103241 355.95 356.04 1.1346
90 0.00103594 376.96 377.05 1.1929
95 0.00103963 398.00 398.09 1.2504
96.687 0.00104091 405.11 405.20 1.2696
96.687 1.8694 2502.1 2670.3 7.3943
100 1.8874 2507.2 2677.1 7.4126
105 1.9144 2515.1 2687.4 7.4399
110 1.9413 2522.8 2697.5 7.4665
115 1.9681 2530.5 2707.6 7.4927
120 1.9948 2538.2 2717.7 7.5185
125 2.0215 2545.8 2727.7 7.5438
130 2.0480 2553.4 2737.7 7.5687
135 2.0745 2560.9 2747.6 7.5932
140 2.1010 2568.4 2757.5 7.6174
145 2.1273 2575.9 2767.4 7.6412
150 2.1537 2583.5 2777.3 7.6647
155 2.1800 2591.0 2787.2 7.6879
160 2.2062 2598.5 2797.1 7.7108
165 2.2324 2606.0 2806.9 7.7335
170 2.2586 2613.5 2816.8 7.7559
175 2.2847 2621.1 2826.7 7.7780
180 2.3109 2628.5 2836.5 7.7998
185 2.3369 2636.1 2846.4 7.8214
190 2.3630 2643.5 2856.2 7.8428
195 2.3891 2651.1 2866.1 7.8640
200 2.4151 2658.5 2875.9 7.8849
210 2.4671 2673.6 2895.6 7.9262
220 2.5190 2688.7 2915.4 7.9667
230 2.5708 2703.8 2935.2 8.0064
240 2.6227 2719.0 2955.0 8.0454
250 2.6744 2734.1 2974.8 8.0837
260 2.7262 2749.3 2994.7 8.1213
270 2.7779 2764.7 3014.7 8.1584
280 2.8295 2780.0 3034.7 8.1949
290 2.8811 2795.4 3054.7 8.2307
300 2.9328 2810.8 3074.8 8.2661
310 2.9843 2826.3 3094.9 8.3009
320 3.0359 2841.9 3115.1 8.3353
330 3.0875 2857.5 3135.4 8.3691
340 3.1390 2873.2 3155.7 8.4025
350 3.1905 2888.9 3176.0 8.4354
360 3.2420 2904.6 3196.4 8.4679
370 3.2935 2920.5 3216.9 8.5000
380 3.3450 2936.4 3237.5 8.5317
390 3.3964 2952.4 3258.1 8.5630
400 3.4479 2968.4 3278.7 8.5939
410 3.4993 2984.5 3299.4 8.6245
420 3.5508 3000.6 3320.2 8.6547
430 3.6022 3016.9 3341.1 8.6846
440 3.6536 3033.2 3362.0 8.7141
450 3.7050 3049.6 3383.0 8.7433
460 3.7564 3065.9 3404.0 8.7722
470 3.8078 3082.4 3425.1 8.8008
480 3.8592 3099.0 3446.3 8.8291
490 3.9106 3115.5 3467.5 8.8571
500 3.9620 3132.2 3488.8 8.8849
520 4.0648 3165.9 3531.7 8.9396
540 4.1675 3199.6 3574.7 8.9932
560 4.2702 3233.8 3618.1 9.0459
580 4.3729 3268.1 3661.7 9.0976
600 4.4756 3302.9 3705.7 9.1485
620 4.5783 3337.8 3749.8 9.1986
640 4.6810 3373.0 3794.3 9.2478
660 4.7837 3408.6 3839.1 9.2963
680 4.8863 3444.3 3884.1 9.3440
700 4.9890 3480.4 3929.4 9.3911
720 5.0916 3516.8 3975.0 9.4375
740 5.1943 3553.4 4020.9 9.4832
760 5.2969 3590.4 4067.1 9.5283
780 5.3996 3627.5 4113.5 9.5729
800 5.5022 3665.1 4160.3 9.6168
820 5.6048 3702.9 4207.3 9.6602
840 5.7074 3740.8 4254.5 9.7031
860 5.8101 3779.2 4302.1 9.7454
880 5.9127 3817.8 4349.9 9.7873
900 6.0153 3856.6 4398.0 9.8286
920 6.1179 3895.8 4446.4 9.8695
940 6.2205 3935.3 4495.1 9.9099
960 6.3231 3974.9 4544.0 9.9499
980 6.4257 4014.9 4593.2 9.9895
1000 6.5283 4055.1 4642.6 10.029
Water/Steam at p = 0.10 MPa (Tsat = 99.606)
0 0.00100016 -0.04 0.06 -0.00015
5 0.00100003 21.02 21.12 0.07625
10 0.00100030 42.02 42.12 0.15108
15 0.00100090 62.98 63.08 0.22445
20 0.00100180 83.91 84.01 0.29646
25 0.00100296 104.82 104.92 0.36720
30 0.00100437 125.72 125.82 0.43673
35 0.00100600 146.62 146.72 0.50510
40 0.00100785 167.52 167.62 0.57237
45 0.00100988 188.41 188.51 0.63858
50 0.00101211 209.32 209.42 0.70377
55 0.00101452 230.23 230.33 0.76798
60 0.00101709 251.15 251.25 0.83125
65 0.00101984 272.08 272.18 0.89361
70 0.00102274 293.02 293.12 0.95509
75 0.00102581 313.98 314.08 1.0157
80 0.00102903 334.95 335.05 1.0755
85 0.00103241 355.95 356.05 1.1346
90 0.00103594 376.96 377.06 1.1928
95 0.00103962 398.00 398.10 1.2504
99.606 0.00104315 417.40 417.50 1.3028
99.606 1.6939 2505.5 2674.9 7.3588
100 1.6959 2506.2 2675.8 7.3610
105 1.7204 2514.1 2686.1 7.3885
110 1.7447 2521.8 2696.3 7.4155
115 1.7690 2529.6 2706.5 7.4418
120 1.7932 2537.3 2716.6 7.4678
125 1.8172 2545.0 2726.7 7.4932
130 1.8412 2552.6 2736.7 7.5183
135 1.8652 2560.2 2746.7 7.5429
140 1.8891 2567.8 2756.7 7.5672
145 1.9129 2575.4 2766.7 7.5911
150 1.9367 2582.9 2776.6 7.6148
155 1.9604 2590.5 2786.5 7.6380
160 1.9841 2598.0 2796.4 7.6610
165 2.0077 2605.5 2806.3 7.6838
170 2.0313 2613.1 2816.2 7.7062
175 2.0549 2620.6 2826.1 7.7284
180 2.0785 2628.1 2836.0 7.7503
185 2.1020 2635.6 2845.8 7.7719
190 2.1255 2643.1 2855.7 7.7934
195 2.1490 2650.7 2865.6 7.8146
200 2.1724 2658.3 2875.5 7.8356
210 2.2193 2673.3 2895.2 7.8769
220 2.2661 2688.4 2915.0 7.9174
230 2.3128 2703.5 2934.8 7.9572
240 2.3595 2718.7 2954.6 7.9962
250 2.4062 2733.9 2974.5 8.0346
260 2.4528 2749.1 2994.4 8.0723
270 2.4993 2764.5 3014.4 8.1094
280 2.5459 2779.8 3034.4 8.1459
290 2.5924 2795.2 3054.4 8.1818
300 2.6388 2810.6 3074.5 8.2172
310 2.6853 2826.2 3094.7 8.2520
320 2.7317 2841.7 3114.9 8.2864
330 2.7782 2857.3 3135.1 8.3202
340 2.8246 2873.0 3155.5 8.3536
350 2.8710 2888.7 3175.8 8.3866
360 2.9173 2904.6 3196.3 8.4191
370 2.9637 2920.3 3216.7 8.4512
380 3.0100 2936.3 3237.3 8.4829
390 3.0564 2952.3 3257.9 8.5142
400 3.1027 2968.3 3278.6 8.5452
410 3.1490 2984.4 3299.3 8.5757
420 3.1953 3000.6 3320.1 8.6059
430 3.2416 3016.7 3340.9 8.6358
440 3.2879 3033.1 3361.9 8.6653
450 3.3342 3049.4 3382.8 8.6946
460 3.3805 3065.8 3403.9 8.7235
470 3.4267 3082.3 3425.0 8.7521
480 3.4730 3098.9 3446.2 8.7804
490 3.5193 3115.5 3467.4 8.8084
500 3.5655 3132.1 3488.7 8.8361
520 3.6580 3165.8 3531.6 8.8908
540 3.7505 3199.6 3574.7 8.9445
560 3.8430 3233.7 3618.0 8.9972
580 3.9354 3268.2 3661.7 9.0489
600 4.0279 3302.8 3705.6 9.0998
620 4.1203 3337.8 3749.8 9.1499
640 4.2127 3373.0 3794.3 9.1991
660 4.3052 3408.5 3839.0 9.2476
680 4.3976 3444.2 3884.0 9.2954
700 4.4900 3480.4 3929.4 9.3424
720 4.5824 3516.8 3975.0 9.3888
740 4.6747 3553.4 4020.9 9.4345
760 4.7671 3590.3 4067.0 9.4797
780 4.8595 3627.6 4113.5 9.5242
800 4.9519 3665.0 4160.2 9.5681
820 5.0443 3702.8 4207.2 9.6115
840 5.1366 3740.8 4254.5 9.6544
860 5.2290 3779.2 4302.1 9.6968
880 5.3213 3817.8 4349.9 9.7386
900 5.4137 3856.6 4398.0 9.7800
920 5.5061 3895.8 4446.4 9.8209
940 5.5984 3935.2 4495.0 9.8613
960 5.6908 3974.8 4543.9 9.9013
980 5.7831 4014.8 4593.1 9.9408
1000 5.8754 4055.1 4642.6 9.9800
Water/Steam at p = 0.11 MPa (Tsat = 102.292)
0 0.00100015 -0.04 0.07 -0.00015
5 0.00100003 21.02 21.13 0.07625
10 0.00100029 42.02 42.13 0.15108
15 0.00100089 62.98 63.09 0.22445
20 0.00100179 83.91 84.02 0.29646
25 0.00100296 104.82 104.93 0.36720
30 0.00100437 125.72 125.83 0.43672
35 0.00100600 146.62 146.73 0.50509
40 0.00100784 167.51 167.62 0.57236
45 0.00100988 188.41 188.52 0.63857
50 0.00101211 209.32 209.43 0.70376
55 0.00101451 230.23 230.34 0.76798
60 0.00101709 251.15 251.26 0.83125
65 0.00101983 272.08 272.19 0.89360
70 0.00102274 293.02 293.13 0.95509
75 0.00102580 313.98 314.09 1.0157
80 0.00102902 334.95 335.06 1.0755
85 0.00103240 355.95 356.06 1.1346
90 0.00103593 376.96 377.07 1.1928
95 0.00103962 398.00 398.11 1.2504
100 0.00104346 419.06 419.17 1.3072
102.292 0.00104527 428.73 428.84 1.3330
102.292 1.5495 2508.8 2679.2 7.3269
105 1.5616 2513.0 2684.8 7.3418
110 1.5839 2521.0 2695.2 7.3690
115 1.6061 2528.7 2705.4 7.3956
120 1.6281 2536.5 2715.6 7.4217
125 1.6501 2544.2 2725.7 7.4473
130 1.6720 2551.9 2735.8 7.4725
135 1.6939 2559.6 2745.9 7.4973
140 1.7157 2567.2 2755.9 7.5217
145 1.7374 2574.8 2765.9 7.5457
150 1.7591 2582.4 2775.9 7.5694
155 1.7807 2589.9 2785.8 7.5928
160 1.8023 2597.5 2795.8 7.6159
165 1.8239 2605.1 2805.7 7.6387
170 1.8454 2612.6 2815.6 7.6612
175 1.8669 2620.1 2825.5 7.6834
180 1.8883 2627.7 2835.4 7.7054
185 1.9098 2635.2 2845.3 7.7271
190 1.9312 2642.8 2855.2 7.7486
195 1.9525 2650.3 2865.1 7.7698
200 1.9739 2657.9 2875.0 7.7908
210 2.0166 2673.0 2894.8 7.8322
220 2.0592 2688.1 2914.6 7.8728
230 2.1017 2703.2 2934.4 7.9126
240 2.1442 2718.4 2954.3 7.9517
250 2.1867 2733.7 2974.2 7.9901
260 2.2291 2748.9 2994.1 8.0279
270 2.2714 2764.2 3014.1 8.0650
280 2.3138 2779.6 3034.1 8.1015
290 2.3561 2795.0 3054.2 8.1374
300 2.3984 2810.5 3074.3 8.1729
310 2.4406 2826.0 3094.5 8.2077
320 2.4829 2841.6 3114.7 8.2421
330 2.5251 2857.1 3134.9 8.2760
340 2.5673 2872.9 3155.3 8.3094
350 2.6095 2888.6 3175.6 8.3424
360 2.6517 2904.4 3196.1 8.3749
370 2.6938 2920.3 3216.6 8.4070
380 2.7360 2936.1 3237.1 8.4387
390 2.7781 2952.1 3257.7 8.4701
400 2.8203 2968.2 3278.4 8.5010
410 2.8624 2984.2 3299.1 8.5316
420 2.9045 3000.4 3319.9 8.5618
430 2.9466 3016.7 3340.8 8.5917
440 2.9887 3032.9 3361.7 8.6212
450 3.0308 3049.3 3382.7 8.6504
460 3.0729 3065.8 3403.8 8.6794
470 3.1149 3082.3 3424.9 8.7080
480 3.1570 3098.8 3446.1 8.7363
490 3.1991 3115.4 3467.3 8.7643
500 3.2411 3132.1 3488.6 8.7921
520 3.3253 3165.7 3531.5 8.8467
540 3.4093 3199.6 3574.6 8.9004
560 3.4934 3233.6 3617.9 8.9531
580 3.5775 3268.1 3661.6 9.0049
600 3.6615 3302.7 3705.5 9.0558
620 3.7456 3337.7 3749.7 9.1058
640 3.8296 3372.9 3794.2 9.1551
660 3.9136 3408.4 3838.9 9.2036
680 3.9977 3444.3 3884.0 9.2513
700 4.0817 3480.3 3929.3 9.2984
720 4.1657 3516.7 3974.9 9.3448
740 4.2497 3553.3 4020.8 9.3905
760 4.3337 3590.3 4067.0 9.4356
780 4.4177 3627.5 4113.4 9.4802
800 4.5016 3665.0 4160.2 9.5241
820 4.5856 3702.8 4207.2 9.5675
840 4.6696 3740.8 4254.5 9.6104
860 4.7536 3779.1 4302.0 9.6527
880 4.8375 3817.8 4349.9 9.6946
900 4.9215 3856.6 4398.0 9.7360
920 5.0055 3895.8 4446.4 9.7768
940 5.0894 3935.2 4495.0 9.8173
960 5.1734 3974.8 4543.9 9.8573
980 5.2573 4014.8 4593.1 9.8968
1000 5.3413 4055.0 4642.5 9.9360
Water/Steam at p = 0.12 MPa (Tsat = 104.784)
0 0.00100015 -0.04 0.08 -0.00015
5 0.00100002 21.02 21.14 0.07625
10 0.00100029 42.02 42.14 0.15108
15 0.00100089 62.97 63.09 0.22445
20 0.00100179 83.90 84.02 0.29646
25 0.00100295 104.82 104.94 0.36719
30 0.00100436 125.72 125.84 0.43672
35 0.00100599 146.62 146.74 0.50509
40 0.00100784 167.51 167.63 0.57236
45 0.00100988 188.41 188.53 0.63857
50 0.00101210 209.31 209.43 0.70376
55 0.00101451 230.22 230.34 0.76797
60 0.00101708 251.14 251.26 0.83124
65 0.00101983 272.07 272.19 0.89360
70 0.00102273 293.02 293.14 0.95508
75 0.00102580 313.98 314.10 1.0157
80 0.00102902 334.95 335.07 1.0755
85 0.00103240 355.94 356.06 1.1346
90 0.00103593 376.96 377.08 1.1928
95 0.00103961 398.00 398.12 1.2504
100 0.00104345 419.05 419.18 1.3072
104.784 0.00104727 439.23 439.36 1.3609
104.784 1.4284 2511.7 2683.1 7.2977
105 1.4293 2512.0 2683.5 7.2989
110 1.4498 2519.9 2693.9 7.3263
115 1.4703 2527.9 2704.3 7.3531
120 1.4906 2535.7 2714.6 7.3794
125 1.5109 2543.5 2724.8 7.4052
130 1.5310 2551.2 2734.9 7.4305
135 1.5511 2558.9 2745.0 7.4554
140 1.5712 2566.6 2755.1 7.4800
145 1.5912 2574.2 2765.1 7.5041
150 1.6111 2581.8 2775.1 7.5279
155 1.6310 2589.4 2785.1 7.5514
160 1.6508 2597.0 2795.1 7.5745
165 1.6706 2604.5 2805.0 7.5974
170 1.6904 2612.2 2815.0 7.6199
175 1.7102 2619.7 2824.9 7.6422
180 1.7299 2627.3 2834.9 7.6643
185 1.7496 2634.8 2844.8 7.6860
190 1.7692 2642.4 2854.7 7.7076
195 1.7888 2649.9 2864.6 7.7289
200 1.8085 2657.5 2874.5 7.7499
210 1.8476 2672.6 2894.3 7.7914
220 1.8867 2687.8 2914.2 7.8320
230 1.9258 2703.0 2934.1 7.8719
240 1.9648 2718.1 2953.9 7.9111
250 2.0037 2733.5 2973.9 7.9495
260 2.0427 2748.7 2993.8 7.9873
270 2.0815 2764.0 3013.8 8.0244
280 2.1204 2779.4 3033.8 8.0610
290 2.1592 2794.8 3053.9 8.0970
300 2.1980 2810.2 3074.0 8.1324
310 2.2367 2825.8 3094.2 8.1673
320 2.2755 2841.3 3114.4 8.2017
330 2.3142 2857.0 3134.7 8.2356
340 2.3529 2872.8 3155.1 8.2690
350 2.3916 2888.4 3175.4 8.3020
360 2.4303 2904.3 3195.9 8.3345
370 2.4690 2920.1 3216.4 8.3667
380 2.5076 2936.1 3237.0 8.3984
390 2.5463 2952.0 3257.6 8.4297
400 2.5849 2968.1 3278.3 8.4607
410 2.6235 2984.2 3299.0 8.4913
420 2.6621 3000.3 3319.8 8.5215
430 2.7008 3016.6 3340.7 8.5514
440 2.7394 3032.9 3361.6 8.5809
450 2.7779 3049.3 3382.6 8.6102
460 2.8165 3065.6 3403.6 8.6391
470 2.8551 3082.2 3424.8 8.6677
480 2.8937 3098.8 3446.0 8.6960
490 2.9323 3115.3 3467.2 8.7240
500 2.9708 3132.0 3488.5 8.7518
520 3.0479 3165.7 3531.4 8.8065
540 3.1250 3199.5 3574.5 8.8602
560 3.2021 3233.5 3617.8 8.9129
580 3.2792 3268.0 3661.5 8.9646
600 3.3563 3302.6 3705.4 9.0155
620 3.4333 3337.6 3749.6 9.0656
640 3.5104 3372.9 3794.1 9.1149
660 3.5874 3408.4 3838.9 9.1633
680 3.6644 3444.2 3883.9 9.2111
700 3.7414 3480.3 3929.3 9.2582
720 3.8184 3516.7 3974.9 9.3046
740 3.8954 3553.4 4020.8 9.3503
760 3.9724 3590.2 4066.9 9.3954
780 4.0494 3627.5 4113.4 9.4400
800 4.1264 3664.9 4160.1 9.4839
820 4.2034 3702.7 4207.1 9.5273
840 4.2804 3740.8 4254.4 9.5702
860 4.3574 3779.1 4302.0 9.6126
880 4.4343 3817.7 4349.8 9.6544
900 4.5113 3856.5 4397.9 9.6958
920 4.5883 3895.7 4446.3 9.7367
940 4.6653 3935.2 4495.0 9.7771
960 4.7422 3974.8 4543.9 9.8171
980 4.8192 4014.8 4593.1 9.8567
1000 4.8961 4055.0 4642.5 9.8958
Water/Steam at p = 0.13 MPa (Tsat = 107.109)
0 0.00100014 -0.04 0.09 -0.00015
5 0.00100002 21.02 21.15 0.07625
10 0.00100028 42.02 42.15 0.15107
15 0.00100088 62.97 63.10 0.22444
20 0.00100178 83.90 84.03 0.29646
25 0.00100295 104.82 104.95 0.36719
30 0.00100436 125.72 125.85 0.43672
35 0.00100599 146.62 146.75 0.50509
40 0.00100783 167.51 167.64 0.57235
45 0.00100987 188.41 188.54 0.63856
50 0.00101210 209.31 209.44 0.70375
55 0.00101450 230.22 230.35 0.76797
60 0.00101708 251.14 251.27 0.83123
65 0.00101982 272.07 272.20 0.89359
70 0.00102273 293.02 293.15 0.95507
75 0.00102579 313.97 314.10 1.0157
80 0.00102901 334.95 335.08 1.0755
85 0.00103239 355.94 356.07 1.1346
90 0.00103592 376.96 377.09 1.1928
95 0.00103961 397.98 398.12 1.2504
100 0.00104345 419.05 419.19 1.3072
105 0.00104744 440.14 440.28 1.3633
107.109 0.00104917 449.05 449.19 1.3868
107.109 1.3253 2514.3 2686.6 7.2709
110 1.3364 2519.0 2692.7 7.2868
115 1.3553 2527.0 2703.2 7.3138
120 1.3742 2534.9 2713.5 7.3403
125 1.3930 2542.7 2723.8 7.3663
130 1.4117 2550.5 2734.0 7.3917
135 1.4303 2558.2 2744.1 7.4168
140 1.4489 2565.9 2754.3 7.4414
145 1.4674 2573.5 2764.3 7.4657
150 1.4859 2581.2 2774.4 7.4896
155 1.5043 2588.8 2784.4 7.5132
160 1.5227 2596.4 2794.4 7.5364
165 1.5410 2604.1 2804.4 7.5593
170 1.5593 2611.7 2814.4 7.5819
175 1.5776 2619.2 2824.3 7.6043
180 1.5958 2626.8 2834.3 7.6264
185 1.6140 2634.4 2844.2 7.6482
190 1.6322 2642.0 2854.2 7.6698
195 1.6503 2649.6 2864.1 7.6911
200 1.6685 2657.1 2874.0 7.7122
210 1.7047 2672.3 2893.9 7.7538
220 1.7408 2687.5 2913.8 7.7945
230 1.7769 2702.7 2933.7 7.8344
240 1.8130 2717.9 2953.6 7.8736
250 1.8490 2733.1 2973.5 7.9121
260 1.8849 2748.5 2993.5 7.9499
270 1.9208 2763.8 3013.5 7.9871
280 1.9567 2779.2 3033.6 8.0237
290 1.9926 2794.7 3053.7 8.0597
300 2.0284 2810.1 3073.8 8.0951
310 2.0642 2825.7 3094.0 8.1300
320 2.1000 2841.2 3114.2 8.1644
330 2.1358 2856.8 3134.5 8.1984
340 2.1715 2872.6 3154.9 8.2318
350 2.2073 2888.4 3175.3 8.2648
360 2.2430 2904.1 3195.7 8.2974
370 2.2787 2920.0 3216.2 8.3295
380 2.3144 2935.9 3236.8 8.3613
390 2.3501 2951.9 3257.4 8.3926
400 2.3858 2967.9 3278.1 8.4236
410 2.4214 2984.0 3298.8 8.4542
420 2.4571 3000.3 3319.7 8.4844
430 2.4927 3016.4 3340.5 8.5143
440 2.5284 3032.8 3361.5 8.5439
450 2.5640 3049.2 3382.5 8.5731
460 2.5996 3065.6 3403.5 8.6020
470 2.6353 3082.0 3424.6 8.6306
480 2.6709 3098.6 3445.8 8.6590
490 2.7065 3115.3 3467.1 8.6870
500 2.7421 3131.9 3488.4 8.7148
520 2.8133 3165.6 3531.3 8.7695
540 2.8845 3199.4 3574.4 8.8231
560 2.9556 3233.6 3617.8 8.8759
580 3.0268 3267.9 3661.4 8.9276
600 3.0979 3302.6 3705.3 8.9785
620 3.1691 3337.6 3749.6 9.0286
640 3.2402 3372.8 3794.0 9.0779
660 3.3113 3408.3 3838.8 9.1264
680 3.3824 3444.2 3883.9 9.1741
700 3.4535 3480.2 3929.2 9.2212
720 3.5246 3516.6 3974.8 9.2676
740 3.5957 3553.3 4020.7 9.3133
760 3.6668 3590.2 4066.9 9.3585
780 3.7379 3627.4 4113.3 9.4030
800 3.8089 3664.9 4160.1 9.4470
820 3.8800 3702.7 4207.1 9.4904
840 3.9511 3740.8 4254.4 9.5332
860 4.0221 3779.0 4301.9 9.5756
880 4.0932 3817.7 4349.8 9.6174
900 4.1642 3856.6 4397.9 9.6588
920 4.2353 3895.7 4446.3 9.6997
940 4.3064 3935.1 4494.9 9.7401
960 4.3774 3974.8 4543.9 9.7801
980 4.4484 4014.7 4593.0 9.8197
1000 4.5195 4055.0 4642.5 9.8588
